,Position,Rank,Game,Date,Age,Team,Location,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Tobias Harris,SF,7,7,10/29/2022,30-106,PHI,@,CHI,W (+5),1,31:10:00,4,6,0.667,3,4,0.75,2,2,1,2,3,5,3,1,2,1,1,13,15.8,-2
Tobias Harris,SF,8,8,10/31/2022,30-108,PHI,@,WAS,W (+7),1,34:17:00,6,10,0.6,1,3,0.333,3,7,0.429,0,5,5,1,4,1,0,3,16,15.5,0
Tobias Harris,SF,9,9,11/2/2022,30-110,PHI,,WAS,L (-10),1,33:55:00,6,12,0.5,4,5,0.8,0,0,,2,7,9,4,0,0,1,1,16,14.9,-7
Tobias Harris,SF,10,10,11/4/2022,30-112,PHI,,NYK,L (-2),1,37:27:00,9,15,0.6,3,7,0.429,2,2,1,2,7,9,4,1,2,2,2,23,22,-2
Tobias Harris,SF,11,11,11/7/2022,30-115,PHI,,PHO,W (+12),1,37:54:00,7,18,0.389,3,7,0.429,4,5,0.8,0,8,8,6,1,0,2,1,21,16,5
Tobias Harris,SF,12,12,11/10/2022,30-118,PHI,@,ATL,L (-9),1,33:32:00,5,15,0.333,0,4,0,2,2,1,0,2,2,3,5,0,1,1,12,9.8,-13
Tobias Harris,SF,13,13,11/12/2022,30-120,PHI,,ATL,W (+12),1,38:32:00,7,13,0.538,1,3,0.333,6,6,1,1,5,6,2,2,0,2,2,21,17.5,5
Tobias Harris,SF,14,14,11/13/2022,30-121,PHI,,UTA,W (+7),1,31:33:00,4,12,0.333,0,3,0,0,0,,1,5,6,2,0,0,2,4,8,1.2,14
Tobias Harris,SF,15,,11/18/2022,30-126,PHI,,MIL,W (+8),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Tobias Harris,SF,16,,11/19/2022,30-127,PHI,,MIN,L (-3),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Tobias Harris,SF,17,15,11/22/2022,30-130,PHI,,BRK,W (+9),1,33:45:00,10,21,0.476,1,3,0.333,3,4,0.75,1,5,6,3,0,0,3,2,24,13.4,8
Tobias Harris,SF,18,16,11/23/2022,30-131,PHI,@,CHO,L (-6),1,37:23:00,9,20,0.45,1,9,0.111,0,0,,0,5,5,0,0,0,2,3,19,6.9,-6
Tobias Harris,SF,19,17,11/25/2022,30-133,PHI,@,ORL,W (+8),1,34:32:00,10,21,0.476,1,7,0.143,2,2,1,0,10,10,5,1,0,2,2,23,17,5
Tobias Harris,SF,20,18,11/27/2022,30-135,PHI,@,ORL,W (+30),1,29:43:00,10,14,0.714,2,2,1,3,3,1,0,5,5,5,2,1,1,2,25,25.1,20
Tobias Harris,SF,21,19,11/28/2022,30-136,PHI,,ATL,W (+3),1,35:45:00,10,18,0.556,3,7,0.429,1,1,1,2,8,10,1,0,0,2,2,24,17.1,0
Tobias Harris,SF,22,20,11/30/2022,30-138,PHI,@,CLE,L (-28),1,23:19,0,7,0,0,3,0,3,3,1,0,1,1,3,0,0,1,1,3,-0.9,-26
Tobias Harris,SF,23,21,12/2/2022,30-140,PHI,@,MEM,L (-8),1,38:06:00,7,14,0.5,5,6,0.833,2,2,1,1,10,11,1,1,0,1,2,21,17.6,1
Tobias Harris,SF,24,22,12/5/2022,30-143,PHI,@,HOU,L (-9),1,46:05:00,9,15,0.6,7,8,0.875,2,2,1,0,4,4,1,3,1,2,3,27,22.5,-7
Tobias Harris,SF,25,23,12/9/2022,30-147,PHI,,LAL,W (+11),1,41:28:00,5,11,0.455,2,6,0.333,2,2,1,1,8,9,4,0,1,3,5,14,9.9,15
Tobias Harris,SF,26,24,12/11/2022,30-149,PHI,,CHO,W (+18),1,33:11:00,7,12,0.583,2,5,0.4,1,1,1,1,3,4,2,3,1,3,3,17,13.9,17
Tobias Harris,SF,27,25,12/13/2022,30-151,PHI,,SAC,W (+20),1,33:54:00,9,17,0.529,2,7,0.286,1,1,1,2,5,7,9,1,1,0,1,21,23.2,21
Tobias Harris,SF,28,,12/16/2022,30-154,PHI,,GSW,W (+12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Tobias Harris,SF,29,26,12/19/2022,30-157,PHI,,TOR,W (+3),1,42:13:00,7,9,0.778,5,7,0.714,2,2,1,0,4,4,1,1,0,2,2,21,17.6,7
Tobias Harris,SF,30,27,12/21/2022,30-159,PHI,,DET,W (+20),1,21:08,6,9,0.667,2,4,0.5,3,3,1,2,2,4,1,1,0,1,3,17,14.6,0
Tobias Harris,SF,31,28,12/23/2022,30-161,PHI,,LAC,W (+5),1,39:02:00,6,12,0.5,2,6,0.333,0,0,,2,6,8,2,0,0,4,3,14,7.4,12
Tobias Harris,SF,32,29,12/25/2022,30-163,PHI,@,NYK,W (+7),1,36:56:00,4,10,0.4,0,5,0,0,0,,0,6,6,2,0,0,0,1,8,5.4,-5
Tobias Harris,SF,33,30,12/27/2022,30-165,PHI,@,WAS,L (-5),1,39:07:00,7,14,0.5,0,4,0,1,1,1,1,3,4,2,1,2,2,2,15,10.6,-7
Tobias Harris,SF,34,31,12/30/2022,30-168,PHI,@,NOP,L (-11),1,33:06:00,5,10,0.5,2,5,0.4,2,2,1,0,5,5,3,0,1,0,1,14,12.9,3
Tobias Harris,SF,35,32,12/31/2022,30-169,PHI,@,OKC,W (+19),1,30:55:00,10,17,0.588,1,3,0.333,2,2,1,5,4,9,4,0,0,0,2,23,21.8,21
Tobias Harris,SF,36,33,1/2/2023,30-171,PHI,,NOP,W (+9),1,31:29:00,2,5,0.4,0,1,0,1,2,0.5,0,6,6,1,1,0,0,2,5,4.6,-1
Tobias Harris,SF,37,34,1/4/2023,30-173,PHI,,IND,W (+3),1,38:40:00,8,18,0.444,1,5,0.2,2,2,1,4,6,10,3,0,1,1,0,19,16,-2
Tobias Harris,SF,38,35,1/6/2023,30-175,PHI,,CHI,L (-14),1,37:51:00,9,20,0.45,2,7,0.286,2,2,1,2,9,11,1,1,1,0,2,22,17.3,-12
Tobias Harris,SF,39,36,1/8/2023,30-177,PHI,@,DET,W (+12),1,27:18:00,5,11,0.455,0,2,0,2,2,1,1,3,4,0,2,2,1,2,12,9.5,16
Tobias Harris,SF,40,37,1/10/2023,30-179,PHI,,DET,W (+31),1,26:42:00,6,6,1,2,2,1,0,0,,0,6,6,3,0,0,2,0,14,14.1,40
Tobias Harris,SF,41,38,1/12/2023,30-181,PHI,,OKC,L (-19),1,32:42:00,5,13,0.385,2,7,0.286,1,2,0.5,1,2,3,1,0,1,0,2,13,7.4,-9
Tobias Harris,SF,42,,1/14/2023,30-183,PHI,@,UTA,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Tobias Harris,SF,43,39,1/15/2023,30-184,PHI,@,LAL,W (+1),1,31:04:00,7,13,0.538,0,4,0,1,1,1,0,5,5,3,0,3,3,3,15,10.2,11
Tobias Harris,SF,44,40,1/17/2023,30-186,PHI,@,LAC,W (+10),1,35:17:00,8,12,0.667,2,4,0.5,2,4,0.5,1,5,6,6,5,0,1,4,20,22.8,10
Tobias Harris,SF,45,41,1/19/2023,30-188,PHI,@,POR,W (+10),1,32:32:00,5,11,0.455,1,3,0.333,0,0,,1,6,7,1,1,0,1,2,11,7.7,7
Tobias Harris,SF,46,42,1/21/2023,30-190,PHI,@,SAC,W (+2),1,25:10:00,7,13,0.538,2,6,0.333,1,1,1,0,5,5,6,0,0,5,6,17,9,-3
Tobias Harris,SF,47,43,1/25/2023,30-194,PHI,,BRK,W (+4),1,32:59:00,7,11,0.636,1,2,0.5,3,3,1,1,3,4,2,0,0,0,0,18,16.1,8
Tobias Harris,SF,48,44,1/28/2023,30-197,PHI,,DEN,W (+7),1,32:13:00,6,10,0.6,2,4,0.5,0,0,,0,6,6,2,1,0,1,2,14,11.8,3
Tobias Harris,SF,49,45,1/30/2023,30-199,PHI,,ORL,L (-10),1,32:57:00,7,15,0.467,1,2,0.5,2,2,1,2,4,6,1,0,0,2,2,17,9.8,-11
Tobias Harris,SF,50,46,2/1/2023,30-201,PHI,,ORL,W (+11),1,37:24:00,7,10,0.7,2,4,0.5,0,0,,0,5,5,5,0,2,2,3,16,15,3
Tobias Harris,SF,51,47,2/3/2023,30-203,PHI,@,SAS,W (+12),1,26:13:00,4,7,0.571,0,0,,0,0,,1,1,2,3,0,0,1,0,8,6.8,9
Tobias Harris,SF,52,48,2/5/2023,30-205,PHI,@,NYK,L (-11),1,38:04:00,5,12,0.417,1,3,0.333,3,3,1,2,8,10,3,0,1,1,1,14,12.8,4
Tobias Harris,SF,53,49,2/8/2023,30-208,PHI,@,BOS,L (-7),1,32:07:00,2,10,0.2,0,4,0,0,0,,1,3,4,1,1,0,0,0,4,1.1,-11
Tobias Harris,SF,54,50,2/10/2023,30-210,PHI,,NYK,W (+11),1,34:52:00,5,13,0.385,2,8,0.25,0,0,,0,4,4,4,1,0,1,2,12,8.1,8
Tobias Harris,SF,55,51,2/11/2023,30-211,PHI,@,BRK,W (+3),1,28:37:00,1,9,0.111,1,3,0.333,0,0,,0,5,5,2,1,1,1,0,3,0.7,2
Tobias Harris,SF,56,52,2/13/2023,30-213,PHI,,HOU,W (+19),1,27:23:00,5,8,0.625,1,4,0.25,0,0,,1,5,6,0,2,1,0,2,11,11.5,20
Tobias Harris,SF,57,53,2/15/2023,30-215,PHI,,CLE,W (+6),1,35:28:00,5,8,0.625,3,4,0.75,0,0,,0,2,2,0,2,0,0,0,13,12,8
Tobias Harris,SF,58,54,2/23/2023,30-223,PHI,,MEM,W (+5),1,33:36:00,5,10,0.5,4,7,0.571,6,6,1,1,3,4,2,0,1,1,2,20,16.9,12
Tobias Harris,SF,59,55,2/25/2023,30-225,PHI,,BOS,L (-3),1,37:33:00,8,12,0.667,3,5,0.6,0,2,0,0,0,0,1,1,0,1,3,19,12.5,18
Tobias Harris,SF,60,56,2/27/2023,30-227,PHI,,MIA,L (-2),1,34:30:00,1,4,0.25,0,2,0,0,0,,0,5,5,1,1,0,2,3,2,-0.4,6
Tobias Harris,SF,61,57,3/1/2023,30-229,PHI,@,MIA,W (+23),1,34:36:00,7,11,0.636,2,4,0.5,2,2,1,0,6,6,5,1,1,0,2,18,19.3,16
Tobias Harris,SF,62,58,3/2/2023,30-230,PHI,@,DAL,L (-7),1,34:39:00,4,6,0.667,1,2,0.5,1,1,1,0,5,5,3,0,0,2,3,10,7.8,-22
Tobias Harris,SF,63,59,3/4/2023,30-232,PHI,@,MIL,W (+3),1,13:17,1,2,0.5,1,2,0.5,0,0,,0,2,2,0,0,0,0,0,3,2.6,1
Tobias Harris,SF,64,,3/6/2023,30-234,PHI,@,IND,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
P.J. Tucker,PF,1,1,10/18/2022,37-166,PHI,@,BOS,L (-9),1,33:01:00,3,5,0.6,0,2,0,0,0,,2,2,4,0,0,1,2,2,6,3.6,-6
P.J. Tucker,PF,2,2,10/20/2022,37-168,PHI,,MIL,L (-2),1,39:11:00,1,3,0.333,1,2,0.5,2,2,1,4,1,5,1,2,1,1,4,5,7.2,-4
P.J. Tucker,PF,3,3,10/22/2022,37-170,PHI,,SAS,L (-9),1,28:36:00,1,2,0.5,1,2,0.5,0,0,,0,4,4,1,1,0,1,1,3,3.5,4
P.J. Tucker,PF,4,4,10/24/2022,37-172,PHI,,IND,W (+14),1,20:27,1,1,1,1,1,1,0,0,,1,2,3,1,0,0,0,2,3,3.9,-7
P.J. Tucker,PF,5,5,10/26/2022,37-174,PHI,@,TOR,L (-10),1,31:27:00,3,10,0.3,2,5,0.4,0,0,,1,3,4,0,0,0,1,1,8,2.4,1
P.J. Tucker,PF,6,6,10/28/2022,37-176,PHI,@,TOR,W (+22),1,22:33,2,3,0.667,1,1,1,0,0,,2,3,5,1,1,0,0,4,5,6.1,15
P.J. Tucker,PF,7,7,10/29/2022,37-177,PHI,@,CHI,W (+5),1,22:35,3,3,1,2,2,1,0,0,,0,6,6,0,0,2,4,4,8,4.7,1
P.J. Tucker,PF,8,8,10/31/2022,37-179,PHI,@,WAS,W (+7),1,31:59:00,6,8,0.75,1,3,0.333,0,0,,2,3,5,1,1,0,1,3,13,11.6,-5
P.J. Tucker,PF,9,9,11/2/2022,37-181,PHI,,WAS,L (-10),1,28:06:00,2,2,1,1,1,1,0,0,,1,1,2,0,0,0,0,5,5,3.4,-4
P.J. Tucker,PF,10,10,11/4/2022,37-183,PHI,,NYK,L (-2),1,24:51:00,1,5,0.2,0,3,0,1,2,0.5,2,3,5,2,0,1,1,3,3,1.7,5
P.J. Tucker,PF,11,11,11/7/2022,37-186,PHI,,PHO,W (+12),1,29:51:00,2,2,1,0,0,,0,0,,2,6,8,1,0,1,1,1,4,6.6,11
P.J. Tucker,PF,12,12,11/10/2022,37-189,PHI,@,ATL,L (-9),1,24:03:00,1,2,0.5,1,2,0.5,0,0,,0,3,3,0,0,1,1,1,3,2.2,1
P.J. Tucker,PF,13,13,11/12/2022,37-191,PHI,,ATL,W (+12),1,31:07:00,1,1,1,0,0,,0,0,,1,5,6,2,2,0,1,3,2,5.1,18
P.J. Tucker,PF,14,14,11/13/2022,37-192,PHI,,UTA,W (+7),1,29:45:00,0,0,,0,0,,0,0,,0,1,1,1,1,0,1,2,0,0.2,13
P.J. Tucker,PF,15,15,11/18/2022,37-197,PHI,,MIL,W (+8),1,32:21:00,0,1,0,0,1,0,0,0,,1,3,4,2,1,0,2,4,0,-0.3,11
P.J. Tucker,PF,16,16,11/19/2022,37-198,PHI,,MIN,L (-3),1,33:29:00,0,1,0,0,0,,0,0,,0,5,5,1,0,0,2,3,0,-1.7,9
P.J. Tucker,PF,17,17,11/22/2022,37-201,PHI,,BRK,W (+9),1,37:04:00,0,6,0,0,2,0,0,0,,3,2,5,3,3,0,0,1,0,3.2,12
P.J. Tucker,PF,18,18,11/23/2022,37-202,PHI,@,CHO,L (-6),1,33:41:00,1,4,0.25,1,3,0.333,0,0,,2,5,7,1,1,0,1,3,3,3,-6
P.J. Tucker,PF,19,19,11/25/2022,37-204,PHI,@,ORL,W (+8),1,25:14:00,0,3,0,0,1,0,0,0,,2,3,5,1,0,0,1,1,0,-0.5,3
P.J. Tucker,PF,20,20,11/27/2022,37-206,PHI,@,ORL,W (+30),1,15:48,0,0,,0,0,,0,0,,0,2,2,1,0,0,0,2,0,0.5,13
P.J. Tucker,PF,21,21,11/28/2022,37-207,PHI,,ATL,W (+3),1,28:13:00,0,0,,0,0,,0,0,,0,3,3,0,0,0,1,3,0,-1.3,-7
P.J. Tucker,PF,22,22,11/30/2022,37-209,PHI,@,CLE,L (-28),1,20:29,2,4,0.5,2,4,0.5,0,0,,0,1,1,1,0,0,1,0,6,4,-26
P.J. Tucker,PF,23,23,12/2/2022,37-211,PHI,@,MEM,L (-8),1,21:22,1,3,0.333,1,2,0.5,0,0,,2,3,5,2,1,0,0,5,3,4,-4
P.J. Tucker,PF,24,24,12/5/2022,37-214,PHI,@,HOU,L (-9),1,42:05:00,1,2,0.5,0,1,0,1,2,0.5,2,4,6,1,0,0,0,5,3,2.9,-1
P.J. Tucker,PF,25,25,12/9/2022,37-218,PHI,,LAL,W (+11),1,33:13:00,1,4,0.25,1,3,0.333,0,0,,2,3,5,2,1,0,1,4,3,2.7,-5
P.J. Tucker,PF,26,26,12/11/2022,37-220,PHI,,CHO,W (+18),1,32:08:00,0,3,0,0,1,0,3,3,1,1,1,2,0,1,1,0,2,3,2.8,17
P.J. Tucker,PF,27,27,12/13/2022,37-222,PHI,,SAC,W (+20),1,23:53,2,3,0.667,2,3,0.667,0,0,,0,4,4,0,0,0,0,3,6,4.7,10
P.J. Tucker,PF,28,28,12/16/2022,37-225,PHI,,GSW,W (+12),1,26:35:00,3,5,0.6,1,3,0.333,0,0,,2,4,6,0,0,0,1,2,7,5.5,4
P.J. Tucker,PF,29,29,12/19/2022,37-228,PHI,,TOR,W (+3),1,39:24:00,1,6,0.167,1,5,0.2,2,2,1,2,4,6,2,1,1,3,5,5,1.9,7
P.J. Tucker,PF,30,30,12/21/2022,37-230,PHI,,DET,W (+20),1,21:07,0,3,0,0,1,0,0,0,,5,5,10,0,1,0,0,3,0,2.7,-3
P.J. Tucker,PF,31,31,12/23/2022,37-232,PHI,,LAC,W (+5),1,20:17,0,0,,0,0,,0,0,,0,2,2,0,1,0,0,0,0,1.6,-3
P.J. Tucker,PF,32,32,12/25/2022,37-234,PHI,@,NYK,W (+7),1,23:55,2,2,1,1,1,1,1,1,1,0,1,1,1,0,0,0,2,6,5.6,0
P.J. Tucker,PF,33,33,12/27/2022,37-236,PHI,@,WAS,L (-5),1,18:57,0,1,0,0,0,,0,0,,2,1,3,0,1,0,0,1,0,1.6,-7
P.J. Tucker,PF,34,34,12/30/2022,37-239,PHI,@,NOP,L (-11),1,28:12:00,2,3,0.667,1,2,0.5,0,0,,0,3,3,0,0,1,1,5,5,2.3,-2
P.J. Tucker,PF,35,,12/31/2022,37-240,PHI,@,OKC,W (+19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
P.J. Tucker,PF,36,35,1/2/2023,37-242,PHI,,NOP,W (+9),1,18:06,1,1,1,1,1,1,0,0,,0,3,3,0,0,0,0,4,3,2,2
P.J. Tucker,PF,37,36,1/4/2023,37-244,PHI,,IND,W (+3),1,25:01:00,0,4,0,0,2,0,0,0,,3,4,7,1,1,0,2,2,0,-0.6,-6
P.J. Tucker,PF,38,37,1/6/2023,37-246,PHI,,CHI,L (-14),1,20:22,1,3,0.333,0,1,0,0,0,,0,3,3,2,1,0,0,2,2,2.8,-6
P.J. Tucker,PF,39,,1/8/2023,37-248,PHI,@,DET,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
P.J. Tucker,PF,40,38,1/10/2023,37-250,PHI,,DET,W (+31),1,21:25,2,7,0.286,2,5,0.4,0,0,,4,4,8,1,0,0,0,2,6,5.8,35
P.J. Tucker,PF,41,39,1/12/2023,37-252,PHI,,OKC,L (-19),1,21:03,0,1,0,0,1,0,0,0,,0,2,2,0,0,0,0,0,0,-0.1,-4
P.J. Tucker,PF,42,40,1/14/2023,37-254,PHI,@,UTA,W (+1),1,22:51,1,2,0.5,1,2,0.5,2,2,1,1,3,4,1,0,0,0,1,5,5.9,-6
P.J. Tucker,PF,43,41,1/15/2023,37-255,PHI,@,LAL,W (+1),1,24:06:00,1,2,0.5,1,2,0.5,0,0,,0,0,0,0,0,0,1,1,3,0.6,-16
P.J. Tucker,PF,44,42,1/17/2023,37-257,PHI,@,LAC,W (+10),1,27:11:00,2,3,0.667,2,3,0.667,0,0,,2,2,4,0,1,0,0,3,6,6.5,-3
P.J. Tucker,PF,45,43,1/19/2023,37-259,PHI,@,POR,W (+10),1,18:55,0,0,,0,0,,0,0,,0,2,2,1,0,1,1,1,0,0.6,14
P.J. Tucker,PF,46,44,1/21/2023,37-261,PHI,@,SAC,W (+2),1,19:13,0,1,0,0,1,0,0,0,,1,2,3,0,0,0,0,3,0,-0.6,-14
P.J. Tucker,PF,47,45,1/25/2023,37-265,PHI,,BRK,W (+4),1,17:36,1,3,0.333,0,0,,4,4,1,3,0,3,2,0,0,0,1,6,7.4,12
P.J. Tucker,PF,48,46,1/28/2023,37-268,PHI,,DEN,W (+7),1,24:28:00,1,4,0.25,0,1,0,0,0,,1,0,1,1,1,0,0,4,2,0.4,-1
P.J. Tucker,PF,49,47,1/30/2023,37-270,PHI,,ORL,L (-10),1,27:56:00,0,1,0,0,0,,0,0,,2,2,4,2,0,1,0,3,0,2.2,2
P.J. Tucker,PF,50,48,2/1/2023,37-272,PHI,,ORL,W (+11),1,12:54,1,2,0.5,1,2,0.5,0,0,,0,1,1,0,1,0,0,4,3,1.7,2
P.J. Tucker,PF,51,49,2/3/2023,37-274,PHI,@,SAS,W (+12),1,21:53,0,3,0,0,2,0,0,0,,2,1,3,1,0,0,0,2,0,-0.5,4
P.J. Tucker,PF,52,50,2/5/2023,37-276,PHI,@,NYK,L (-11),1,26:46:00,4,6,0.667,2,4,0.5,0,0,,1,2,3,1,0,0,1,4,10,6.8,11
P.J. Tucker,PF,53,51,2/8/2023,37-279,PHI,@,BOS,L (-7),1,24:59:00,3,4,0.75,2,3,0.667,0,0,,0,4,4,1,0,1,0,1,8,8.6,2
P.J. Tucker,PF,54,52,2/10/2023,37-281,PHI,,NYK,W (+11),1,30:54:00,2,3,0.667,1,2,0.5,0,0,,2,4,6,1,0,0,0,2,5,6.2,2
P.J. Tucker,PF,55,53,2/11/2023,37-282,PHI,@,BRK,W (+3),1,26:52:00,1,2,0.5,0,1,0,0,0,,2,1,3,0,0,0,1,1,2,1.3,-3
